1.000000	38.000000	52734261.000000	24.283447	0.750977	47.328644	0.864404	1.997168	25.601562	0.022036	0.084554	0.002715	31250.578599
1.000000	5.000000	49393595.000000	27.043076	0.801526	48.764718	0.927394	1.999920	25.698387	0.022404	0.101847	0.009903	31087.512453
1.000000	21.000000	50970532.000000	48.074341	1.241309	42.943726	1.296289	2.000000	25.656250	0.166640	0.001000	0.001268	27761.289896
1.000000	1.000000	48999750.000000	69.998932	0.618213	53.912201	0.869580	2.000000	25.601562	0.022256	0.059684	0.005818	29805.806132
1.000000	37.000000	52566833.000000	42.181357	1.366468	22.149994	1.507473	1.964031	25.631416	0.226729	0.001587	0.002186	27888.944367
1.000000	31.000000	51996373.000000	16.933594	0.996973	47.607422	1.019141	1.998535	26.093750	0.034244	0.071574	0.005872	31679.798187
1.000000	24.000000	51314050.000000	69.997559	0.875488	59.016724	0.984082	2.000000	25.875000	0.078655	0.001364	0.001183	27424.094411
1.000000	34.000000	52275785.000000	14.228198	0.880189	46.005562	0.963140	1.999998	25.600000	0.026584	0.074776	0.003105	31100.106901
1.000000	40.000000	52909798.000000	67.888527	0.461505	68.192368	0.747455	1.999805	25.601562	0.001742	0.005070	0.979963	30167.782900
1.000000	36.000000	52507646.000000	1.113281	1.273730	46.096802	1.110645	1.984131	25.656250	0.043416	0.002115	0.027487	32192.729256
1.000000	10.000000	49900787.000000	40.578318	0.561659	69.994507	0.661490	2.000000	25.600000	0.008869	0.092285	0.053819	30347.793093
1.000000	3.000000	49203602.000000	0.273170	1.072644	45.530319	1.399115	1.999426	390.750000	0.015062	0.001000	0.256593	33240.053759
1.000000	19.000000	50776752.000000	18.410053	0.919918	64.475620	0.847577	1.998379	25.600708	0.022214	0.079645	0.018153	31651.158192
1.000000	25.000000	51375700.000000	69.990277	0.953103	69.950953	1.515368	1.999984	25.649067	0.005919	0.005923	0.647172	31274.858013
1.000000	17.000000	50591586.000000	67.778580	0.950198	69.993129	0.926545	2.000000	25.600703	0.027469	0.168860	0.062939	29044.615778
1.000000	26.000000	51506883.000000	57.377453	1.126405	33.790051	1.396928	1.999999	25.601521	0.117669	0.030507	0.001749	27827.259125
1.000000	23.000000	51176459.000000	5.125147	0.554646	15.144763	0.728122	1.999937	699.485821	0.001881	0.718680	0.005114	25697.345262
1.000000	30.000000	51899104.000000	39.420327	1.435878	10.535901	1.630545	1.999786	25.648362	0.293148	0.001097	0.001083	27659.638503
1.000000	6.000000	49486199.000000	69.951430	0.914210	64.257640	0.984925	1.999280	25.621359	0.090766	0.003928	0.001000	27193.117311
1.000000	32.000000	52089187.000000	41.594259	1.365518	20.513392	1.511167	1.998588	25.626997	0.227710	0.001169	0.001823	27768.620851
1.000000	12.000000	50065131.000000	30.303213	0.770151	67.864046	0.699762	1.999897	25.615294	0.009400	0.196599	0.027298	30606.433293
1.000000	33.000000	52208695.000000	69.997559	0.789453	66.745605	0.961816	2.000000	27.843750	0.017607	0.119382	0.063926	29935.429505
1.000000	28.000000	51706714.000000	0.196800	0.861034	19.131986	0.786027	1.995643	591.401922	0.002029	0.228720	0.624453	25368.326305
1.000000	9.000000	49772365.000000	56.212755	1.149673	30.983792	1.353104	1.999081	25.600000	0.151177	0.001003	0.001062	27712.686724
