1.000000	18.000000	25546305.000000	0.040548	1.809861	69.999770	1.126677	8.353346	1089.540340	0.152610	0.041718	0.306762	25393.909309
1.000000	7.000000	24445431.000000	40.416882	1.253632	8.833253	2.011536	8.640503	596.276087	0.098497	0.006031	0.265787	25349.366397
1.000000	5.000000	24245677.000000	10.692415	1.960433	7.464593	2.866627	7.760977	827.352177	0.084381	0.005065	0.538229	25286.070095
1.000000	8.000000	25122598.000000	0.150186	1.573514	60.414294	1.068336	8.403826	959.615971	0.133517	0.083961	0.190745	25304.706287
1.000000	1.000000	23843432.000000	7.168452	1.495801	0.000000	1.976214	8.215887	1143.792883	0.200127	0.002480	0.237627	25271.478331
1.000000	17.000000	25444399.000000	13.694699	1.448796	0.012895	1.957304	8.279636	1451.055820	0.228536	0.001191	0.255351	25310.259037
1.000000	25.000000	26244074.000000	0.422324	1.389512	0.463750	1.918276	7.169072	957.780526	0.108330	0.005525	0.266622	25217.857346
1.000000	19.000000	25644479.000000	11.429334	1.048252	3.933663	1.380913	6.364288	266.847340	0.027518	0.015773	0.133578	25122.956145
1.000000	10.000000	24748750.000000	29.097468	1.016285	0.000363	1.470924	7.590961	270.659734	0.075030	0.029302	0.073200	25264.638651
1.000000	23.000000	26045899.000000	1.353247	1.274607	28.971478	1.109657	8.121073	483.447687	0.035434	0.139644	0.091639	25073.571254
1.000000	33.000000	27046327.000000	2.570588	1.490612	27.139347	1.509509	8.454608	409.612431	0.038418	0.086521	0.178440	25161.898812
1.000000	14.000000	25147659.000000	2.269221	1.194432	0.001136	1.532365	6.623114	397.742219	0.052769	0.017288	0.140175	25131.635674
1.000000	11.000000	24845421.000000	13.652870	1.236794	38.103853	1.071846	8.424423	401.055357	0.032371	0.141254	0.130631	25066.863892
1.000000	37.000000	27448879.000000	8.351803	1.335708	37.825830	1.200384	8.417658	418.898293	0.047057	0.106698	0.118027	25107.837149
1.000000	31.000000	26847446.000000	21.283726	1.228419	69.826347	0.583495	8.419290	1910.356219	0.344658	0.266673	0.051008	25162.999077
1.000000	13.000000	25043644.000000	35.304980	1.061182	5.561641	1.517555	8.519780	409.269040	0.106316	0.014807	0.104444	25288.725958
1.000000	16.000000	25344753.000000	31.318892	1.121680	5.414922	1.621670	8.083469	372.368865	0.089828	0.015449	0.124833	25310.744454
1.000000	40.000000	27747080.000000	1.478695	1.398083	8.198131	1.544201	7.999227	236.156273	0.232128	0.017999	0.025309	25228.995547
1.000000	34.000000	27143965.000000	0.261306	1.294875	0.348224	1.576714	7.545155	367.286125	0.153749	0.010081	0.074908	25168.950705
1.000000	4.000000	24153258.000000	28.729211	0.940723	30.994568	1.290060	8.006569	285.587141	0.030053	0.001449	0.219807	25208.680128
1.000000	12.000000	24943478.000000	0.397625	1.349460	55.260800	0.971758	8.271572	724.492495	0.124901	0.092955	0.076962	25266.061087
1.000000	27.000000	26448362.000000	17.069904	1.039667	0.014704	1.413329	8.825634	181.882533	0.079482	0.047677	0.026998	25257.046514
1.000000	9.000000	24643469.000000	31.192607	1.207883	45.255432	1.488707	9.798720	521.319992	0.103543	0.018559	0.190890	25433.117345
1.000000	28.000000	26546287.000000	6.595442	1.071147	27.749934	0.857052	7.661991	362.888591	0.019946	0.195994	0.007744	25075.549717
1.000000	6.000000	24344491.000000	11.146987	1.311468	48.403327	0.903542	8.112837	1099.792033	0.144821	0.224512	0.046379	25197.038746
1.000000	2.000000	23951470.000000	10.272837	1.195091	0.500281	1.451676	8.320295	379.588342	0.100324	0.017770	0.094059	25199.195809
1.000000	26.000000	26348527.000000	5.651269	1.345942	0.054402	1.616396	6.692422	533.823082	0.177922	0.001120	0.094770	25159.254632
1.000000	15.000000	25248750.000000	8.639543	1.342438	69.996776	0.389751	7.893093	2370.920016	0.397417	0.341030	0.026761	25144.844807
1.000000	38.000000	27546862.000000	12.684671	1.009696	69.889946	0.716234	6.834564	194.092109	0.037263	0.005429	0.097625	25231.762084
1.000000	20.000000	25747087.000000	7.365697	1.109632	19.685748	1.261898	7.634182	265.120323	0.027067	0.030268	0.131082	25158.132272
1.000000	24.000000	26145495.000000	3.623912	1.291815	37.929037	1.029613	8.587246	926.831257	0.122551	0.208361	0.016089	25189.577365
1.000000	30.000000	27322278.000000	9.822948	1.288929	6.507045	1.665143	7.193704	607.979688	0.114871	0.002519	0.157494	25188.650199
1.000000	29.000000	26646177.000000	6.496465	1.341720	69.993553	0.434832	7.787743	2562.596393	0.434390	0.322714	0.030471	25147.114089
1.000000	36.000000	27347333.000000	10.441960	1.289860	48.770924	0.853991	8.015935	1372.594617	0.184468	0.247545	0.041441	25196.516737
1.000000	35.000000	27822397.000000	15.952258	1.138058	54.689417	0.934877	7.885679	232.096275	0.028143	0.018104	0.184743	25235.021851
1.000000	21.000000	25843385.000000	36.607766	1.107672	67.153125	0.576617	7.645802	2261.259037	0.362804	0.426337	0.132352	25183.966663
1.000000	39.000000	27646103.000000	30.740152	1.037932	3.946943	1.336418	7.921366	186.359474	0.117945	0.019956	0.019310	25303.891740
1.000000	76.000000	76634118.000000	0.051499	1.293041	31.067279	1.182178	8.290885	698.168657	0.061397	0.132135	0.108245	25141.927885
1.000000	22.000000	25949284.000000	49.221839	0.921869	64.322862	0.952443	7.460815	225.511005	0.104331	0.023107	0.040503	25368.098098
