1.000000	17.000000	85722417.000000	14.901007	1.133582	52.590755	1.219660	10.398391	1676.139257	1.066014	0.361348	0.014262	0.029064	0.146904	19236.901108
1.000000	21.000000	86125596.000000	8.886719	1.585938	53.583984	1.089063	12.558594	1134.500000	1.739258	0.477539	0.021589	0.067053	0.029312	19211.860495
1.000000	8.000000	84825737.000000	30.558806	1.663733	19.262932	1.478496	12.255642	1852.556371	1.018423	0.487785	0.029784	0.088784	0.020927	19151.095274
1.000000	6.000000	84616080.000000	0.634766	1.367969	37.016602	0.938281	12.919922	1570.250000	1.403809	0.413965	0.042289	0.022030	0.103025	19206.587575
1.000000	25.000000	86525846.000000	39.895345	1.224358	47.823778	1.212197	9.311523	1760.140862	1.430872	0.443185	0.036086	0.024994	0.106544	19243.900966
1.000000	28.000000	86825607.000000	34.521484	1.350781	39.741211	0.971094	14.580078	1601.750000	0.732910	0.333691	0.040248	0.033773	0.143061	19168.882744
1.000000	16.000000	85616526.000000	30.018616	1.042969	35.061035	0.791724	14.107056	1831.492188	1.860840	0.324463	0.045829	0.059382	0.075487	19210.686176
1.000000	12.000000	85225602.000000	4.638672	1.028906	51.870117	1.036719	9.306641	1874.750000	0.574707	0.419238	0.060328	0.046269	0.028596	19206.553036
1.000000	27.000000	86720621.000000	4.931403	1.124196	21.115916	0.919493	9.714955	1726.383706	1.674361	0.580263	0.029048	0.162295	0.034395	19206.530010
1.000000	26.000000	86628206.000000	0.000579	1.645183	59.712433	1.452008	10.320181	2038.007358	1.199305	0.753838	0.058545	0.175023	0.039470	19159.142809
1.000000	20.000000	86015659.000000	11.767578	1.421094	38.724976	1.039160	10.091553	1736.500000	1.486389	0.438904	0.061857	0.067869	0.021097	19147.169367
1.000000	34.000000	87423919.000000	41.860949	1.562207	30.913674	1.120318	11.394046	727.638628	1.302536	0.457215	0.021151	0.088666	0.027462	19238.950408
1.000000	36.000000	87626254.000000	35.804749	1.349805	38.650818	0.970752	14.597168	707.062500	0.753418	0.329425	0.031703	0.033194	0.149316	19213.955847
1.000000	82.000000	102024747.000000	29.934487	1.434488	36.645849	1.628210	5.404966	2071.816059	1.456505	0.483760	0.028712	0.143533	0.024471	19211.895034
1.000000	22.000000	86216070.000000	44.677734	1.238281	39.038086	1.033594	7.861328	2021.750000	1.506348	0.497754	0.092070	0.026254	0.037792	19210.881896
1.000000	74.000000	103990246.000000	25.914897	1.659608	48.214850	1.363206	8.417676	1870.855011	0.993879	0.488533	0.067636	0.103797	0.026308	19235.818893
1.000000	37.000000	87718666.000000	6.292725	1.605273	48.744507	1.480664	7.414551	775.093750	1.875854	0.354675	0.059136	0.021999	0.040214	19222.625080
1.000000	9.000000	84924952.000000	6.239802	1.323862	38.511010	1.323504	4.810439	1760.974792	1.983256	0.522934	0.030361	0.023120	0.100109	19161.525985
1.000000	24.000000	86425442.000000	0.093988	1.301451	55.848074	1.185538	8.465911	1380.868616	1.030691	0.431834	0.057560	0.031711	0.127048	19248.840011
1.000000	2.000000	84215668.000000	21.313477	1.409375	18.801270	1.158203	6.474609	1599.125000	1.875488	0.564404	0.066677	0.054953	0.061148	19200.831112
1.000000	1.000000	84117120.000000	40.357971	0.922217	21.304779	1.784058	14.530945	733.804688	1.960449	0.431479	0.041468	0.090893	0.108479	19137.648177
1.000000	94.000000	61474840.000000	19.861318	1.329093	36.653975	1.258639	14.918855	1378.677284	0.982123	0.484503	0.023982	0.111768	0.051360	19295.110459
1.000000	39.000000	87927283.000000	5.273438	1.534863	40.076294	1.301660	8.228760	889.500000	1.618958	0.423999	0.033992	0.074549	0.074885	19247.251228
1.000000	40.000000	88017148.000000	30.591168	1.063220	28.255216	1.266544	7.483629	1538.316319	1.606217	0.364902	0.077668	0.071233	0.035815	19251.983040
1.000000	96.000000	53226948.000000	32.119751	1.439551	50.222168	1.655347	5.411072	690.984375	1.859421	0.423221	0.037424	0.047538	0.022234	19225.042794
1.000000	10.000000	85016057.000000	31.689453	1.250977	29.930420	1.464355	8.536377	965.187500	2.029480	0.414624	0.112912	0.025677	0.020991	19211.480568
1.000000	35.000000	87525595.000000	27.679825	1.048846	50.323105	1.151953	6.629639	986.802734	1.505409	0.331508	0.035539	0.086113	0.114056	19139.593862
1.000000	19.000000	85925479.000000	47.436523	0.981250	44.179688	0.979297	13.002930	1631.500000	1.193604	0.538037	0.117774	0.195333	0.103141	19170.667248
1.000000	88.000000	42974080.000000	43.383789	0.533594	29.018555	1.496484	9.169922	1516.875000	1.537109	0.374707	0.014947	0.031428	0.227094	19226.148035
1.000000	13.000000	85324729.000000	32.118988	1.261993	44.933624	1.352222	8.417892	1609.146484	1.391964	0.485806	0.147626	0.101139	0.097255	19211.399978
1.000000	42.000000	70779501.000000	6.400863	1.642389	56.918397	1.557079	11.576242	1385.915505	1.096143	0.343196	0.022676	0.041992	0.033148	19209.085880
1.000000	93.000000	81867907.000000	29.101562	1.612891	44.553223	1.237500	14.487305	530.750000	1.500488	0.433008	0.031042	0.023122	0.042575	19183.377517
1.000000	33.000000	87327808.000000	22.128224	1.065110	44.824775	1.211761	12.744088	921.766266	1.440267	0.335185	0.076055	0.136044	0.030744	19180.303566
1.000000	90.000000	64572650.000000	42.456055	0.722656	53.540039	1.555078	12.988281	1471.375000	1.564209	0.318457	0.122777	0.052952	0.028854	19184.137370
1.000000	95.000000	34075925.000000	42.902542	1.643041	2.591259	0.903699	11.544021	1734.832232	1.091317	0.474884	0.037678	0.021500	0.056983	19160.950338
1.000000	7.000000	84723086.000000	27.570653	1.685590	55.756434	1.286090	5.282965	1474.811554	1.273288	0.336980	0.181660	0.022920	0.149981	19205.804696
1.000000	120.000000	78258124.000000	25.781250	1.137500	35.390625	1.037500	7.968750	1012.000000	0.851562	0.417187	0.022279	0.042575	0.125287	19238.984947
1.000000	112.000000	59153375.000000	30.229950	0.905762	38.253593	1.460638	13.890610	1450.279297	1.076221	0.416553	0.051373	0.129384	0.176426	19129.497026
1.000000	18.000000	85822465.000000	45.722720	1.081774	48.902260	1.215629	8.351421	1788.338743	1.626514	0.553284	0.182504	0.066159	0.082707	19232.100218
