0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.473632812500000056e-01,2.410156250000000111e-01,6.982421875000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.774414062500000222e-01,3.721679687500000222e-01,1.272460937500000111e-01,3.691406249999999722e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.080078125000000069e-02,9.178710937499999778e-01,4.990234375000000000e-01,1.910156249999999944e-01,5.917968750000000139e-02,1.708984375000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.388671875000000000e-01,9.533203125000000444e-01,6.207031250000000222e-01,2.705078125000000000e-01,9.257812499999999722e-02,2.636718750000000000e-02,5.957031249999999653e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.181640624999999722e-02,1.000000000000000000e+00,9.753906249999999556e-01,7.271484375000000222e-01,3.679687500000000111e-01,1.313476562500000000e-01,3.437500000000000278e-02,1.103515625000000069e-02,1.855468749999999913e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.835937499999999566e-04,9.975585937500000000e-01,1.000000000000000000e+00,9.881835937499999778e-01,8.171874999999999556e-01,4.635742187499999889e-01,1.832031249999999944e-01,5.712890625000000000e-02,1.503906250000000035e-02,2.832031249999999913e-03,6.835937499999999566e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.265624999999999778e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.948242187500000444e-01,8.892578125000000222e-01,5.816406250000000222e-01,2.480468750000000000e-01,7.851562500000000555e-02,1.884765625000000069e-02,4.980468749999999653e-03,1.367187499999999913e-03,6.835937499999999566e-04
0.000000000000000000e+00,0.000000000000000000e+00,3.092773437499999889e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.984374999999999778e-01,9.336914062500000222e-01,6.748046875000000000e-01,3.394531250000000222e-01,1.116210937499999972e-01,3.105468750000000069e-02,6.738281250000000347e-03,1.171874999999999957e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.162109375000000139e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.997070312500000444e-01,9.713867187500000444e-01,7.771484374999999556e-01,4.354492187499999778e-01,1.553710937499999944e-01,4.404296875000000139e-02,7.324218750000000000e-03,1.367187499999999913e-03,2.929687499999999892e-04,9.765625000000000542e-05,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999023437499999778e-01,9.856445312499999556e-01,8.566406250000000444e-01,5.418945312499999778e-01,2.239257812500000111e-01,6.250000000000000000e-02,1.250000000000000069e-02,1.953125000000000000e-03,4.882812500000000000e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999023437499999778e-01,9.949218749999999556e-01,9.125976562500000000e-01,6.525390625000000444e-01,2.973632812500000000e-01,8.408203124999999445e-02,1.660156250000000000e-02,2.929687500000000000e-03,1.953125000000000108e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.980468750000000000e-01,9.620117187500000222e-01,7.518554687499999778e-01,3.859374999999999889e-01,1.158203124999999944e-01,2.451171875000000139e-02,2.636718750000000173e-03,4.882812500000000000e-04,1.953125000000000108e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.994140624999999778e-01,9.833007812499999778e-01,8.541992187500000444e-01,5.042968749999999778e-01,1.679687500000000000e-01,3.193359375000000278e-02,4.003906249999999653e-03,9.765625000000000542e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.959960937499999778e-01,9.171875000000000444e-01,6.182617187500000222e-01,2.387695312500000000e-01,4.531249999999999861e-02,4.394531250000000000e-03,3.906250000000000217e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.988281249999999556e-01,9.654296875000000222e-01,7.522460937499999556e-01,3.296875000000000222e-01,6.923828125000000555e-02,7.812500000000000000e-03,3.906250000000000217e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.998046874999999556e-01,9.878906250000000222e-01,8.554687500000000000e-01,4.550781250000000000e-01,1.062499999999999972e-01,7.324218750000000000e-03,2.929687499999999892e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.983398437499999556e-01,9.387695312499999556e-01,5.914062500000000222e-01,1.530273437499999889e-01,1.250000000000000069e-02,5.859374999999999783e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.799804687500000000e-01,7.507812499999999556e-01,2.495117187500000000e-01,1.982421875000000069e-02,7.812500000000000434e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
