1.000000	19.000000	64988735.000000	1.301890	1.402453	53.020166	1.330779	9.772946	762.829791	0.113553	0.070504	0.151349	17931.389499
1.000000	39.000000	66983613.000000	47.983177	1.188553	7.719404	2.499999	9.821897	390.445173	0.068515	0.013488	0.292483	18002.521261
1.000000	4.000000	63480914.000000	9.022576	1.237129	23.321557	1.614276	8.790653	406.174025	0.039206	0.074845	0.136975	17892.501379
1.000000	7.000000	63785138.000000	0.845280	1.143968	31.158053	1.150521	9.370068	642.847843	0.059076	0.131589	0.065075	17829.974185
1.000000	27.000000	65788793.000000	0.049973	1.063416	10.992737	1.383234	7.537766	393.744141	0.021262	0.083976	0.086492	17831.099637
1.000000	23.000000	65380547.000000	4.284947	1.293201	18.413935	1.854217	9.704781	572.117779	0.078184	0.046303	0.160418	17922.667572
1.000000	38.000000	66889495.000000	0.000001	1.271004	33.462245	1.403690	9.565763	604.901576	0.074126	0.071876	0.119543	17891.711283
1.000000	10.000000	64094440.000000	0.028544	1.283498	40.659631	1.544418	9.926199	1128.040518	0.182508	0.044588	0.146330	17967.693389
1.000000	16.000000	64681340.000000	0.175686	1.268148	50.640161	1.074639	9.496873	1029.154728	0.159116	0.115191	0.065170	17856.180672
1.000000	8.000000	63893547.000000	0.000417	1.318018	62.304294	0.899220	9.904179	1295.655855	0.268867	0.146467	0.021188	17879.427831
1.000000	3.000000	63379072.000000	1.378720	1.185607	42.094082	1.372756	8.417690	476.256237	0.075507	0.022933	0.121754	17882.943631
1.000000	11.000000	64180976.000000	0.883564	1.194132	0.004467	1.612735	7.050680	470.780785	0.075933	0.012350	0.121877	17763.443711
1.000000	13.000000	64394585.000000	5.959130	1.085303	28.862361	1.095268	9.520883	502.487386	0.049854	0.160135	0.011926	17824.595291
1.000000	21.000000	65186397.000000	16.608347	1.232141	55.310655	0.976020	10.306564	826.644559	0.163018	0.166742	0.025331	17869.347518
1.000000	14.000000	64486180.000000	3.103034	1.210025	21.876133	1.672447	10.353139	618.517632	0.116707	0.039619	0.114912	17924.236925
1.000000	12.000000	64283519.000000	0.000000	1.238568	0.362692	1.688750	7.692797	544.837086	0.103190	0.014361	0.119730	17771.620601
1.000000	35.000000	66590765.000000	0.000013	1.278644	48.234055	1.189445	10.313798	1142.998787	0.182206	0.115801	0.083312	17876.085960
1.000000	26.000000	65691822.000000	0.369532	1.208092	43.884548	1.133810	10.383058	561.232072	0.089081	0.082940	0.072587	17896.347612
1.000000	22.000000	65291858.000000	36.801055	1.053500	60.369180	1.054721	9.345581	256.697119	0.147281	0.018712	0.024243	18057.745251
1.000000	28.000000	65882048.000000	0.966539	1.167405	28.306647	1.378134	9.523525	694.128342	0.066043	0.102393	0.112851	17876.392519
1.000000	1.000000	63193516.000000	0.000055	1.279545	46.234187	1.070635	10.277284	760.893652	0.126662	0.126993	0.040496	17837.647173
1.000000	32.000000	66288546.000000	0.385060	1.244595	40.301213	1.131531	9.881592	781.653103	0.116194	0.140169	0.034235	17839.958850
1.000000	36.000000	66679346.000000	7.902582	1.086466	0.011449	1.474117	7.105977	303.563609	0.044984	0.018717	0.099641	17741.504300
1.000000	2.000000	63282050.000000	0.002348	1.202142	35.324400	1.191205	9.026066	725.434699	0.072321	0.123805	0.077088	17843.743848
1.000000	5.000000	63586816.000000	9.770310	1.248162	56.102381	0.980393	9.958929	770.290610	0.129599	0.123360	0.061302	17838.612416
1.000000	37.000000	66788588.000000	26.726769	1.093458	59.675308	0.863830	9.993448	610.791527	0.114617	0.159560	0.035498	17838.782088
