1.000000	29.000000	86919903.000000	8.496094	1.692187	44.794922	1.657812	14.667969	1400.500000	1.563477	0.343945	0.032653	0.140195	0.020826	13765.199074
1.000000	25.000000	86517061.000000	12.036133	1.088452	14.409485	1.618262	8.010864	2085.351562	0.709747	0.334818	0.025315	0.072228	0.023851	13806.933428
1.000000	31.000000	87117267.000000	43.601128	1.823212	48.243473	1.129419	9.724064	1726.600668	0.444375	0.510447	0.021279	0.031766	0.084493	13747.273449
1.000000	17.000000	85721197.000000	27.709961	1.125073	21.481934	1.413086	5.916748	1555.757812	1.714905	0.506387	0.020955	0.184513	0.022465	13804.780511
1.000000	40.000000	88019112.000000	49.584902	0.925466	18.186365	1.555472	14.033353	1026.867175	1.557639	0.296778	0.034541	0.019688	0.045854	13767.812508
1.000000	13.000000	85317286.000000	46.289062	1.184375	57.714844	1.421924	8.476562	1355.000000	0.927734	0.495703	0.034619	0.029979	0.089820	13781.478350
1.000000	18.000000	85818786.000000	11.476135	1.550781	45.995178	1.199683	9.517822	948.835938	0.732452	0.495703	0.022866	0.056564	0.102117	13827.553078
1.000000	30.000000	87019239.000000	29.270458	1.270627	26.743977	0.948846	8.175769	1863.581252	0.689360	0.519424	0.034912	0.042188	0.066297	13774.616647
1.000000	32.000000	87219186.000000	46.484375	0.943750	25.195312	1.168750	6.796875	1978.000000	0.863281	0.555469	0.066752	0.158295	0.032506	13785.035844
1.000000	34.000000	87422015.000000	43.481445	1.122754	44.273071	1.500781	5.964355	812.937500	1.198181	0.437073	0.023396	0.172464	0.019955	13786.394369
1.000000	12.000000	85218114.000000	2.294922	1.591406	59.604492	1.649219	14.150391	838.750000	0.832520	0.405176	0.035168	0.151675	0.020686	13794.338288
1.000000	33.000000	87318328.000000	34.674270	1.454102	48.145645	2.034962	4.675293	1039.125091	2.065180	0.419751	0.058970	0.050851	0.062398	13792.288987
1.000000	24.000000	86417033.000000	24.995422	1.229204	30.408669	1.514104	11.399574	1588.293457	1.918633	0.514425	0.096609	0.085525	0.067687	13732.721111
1.000000	74.000000	49380391.000000	24.560547	1.635156	20.581055	1.555469	10.478516	2028.750000	1.336426	0.407520	0.055139	0.054400	0.046477	13767.317452
1.000000	38.000000	87823307.000000	32.157898	0.980664	39.353943	1.717017	7.963257	2395.867188	0.804413	0.347479	0.119089	0.073379	0.049927	13721.783832
1.000000	26.000000	86619382.000000	46.307271	1.109062	22.147842	0.989781	12.353850	1563.829256	1.760435	0.393415	0.064883	0.017773	0.104191	13792.622862
1.000000	21.000000	86117313.000000	8.154297	1.372656	53.627930	1.242969	11.884766	712.750000	1.266113	0.430957	0.053191	0.124444	0.036130	13763.541212
1.000000	16.000000	85622119.000000	47.874451	1.653687	34.937439	1.538501	11.281128	1505.718750	1.337341	0.581314	0.075625	0.201878	0.035809	13749.265185
1.000000	6.000000	84620146.000000	15.747253	1.294626	56.778009	1.632716	14.052050	1584.833477	1.760772	0.529552	0.170047	0.024221	0.043946	13749.265185
1.000000	98.000000	98419384.000000	18.358922	1.593988	67.393225	1.218826	7.421348	746.044634	1.520128	0.499195	0.032494	0.057803	0.021116	13730.441552
1.000000	39.000000	87921083.000000	14.123535	1.506250	49.129028	1.355176	11.500244	661.125000	1.500305	0.480029	0.097476	0.056695	0.046464	13775.031112
1.000000	120.000000	88890162.000000	45.117188	1.278125	20.097656	1.678125	13.554688	977.000000	1.126953	0.666797	0.077781	0.028404	0.034619	13696.961964
1.000000	4.000000	84420567.000000	22.732544	1.440118	28.645363	0.590729	11.420364	1469.132812	0.468803	0.564157	0.079025	0.025784	0.026801	13723.222947
1.000000	1.000000	84117001.000000	40.673828	1.252344	49.497070	1.641406	8.037109	1157.250000	1.046387	0.539355	0.058987	0.517745	0.058459	13751.970722
