1.000000	27.000000	66306127.000000	9.933461	1.126624	20.606306	1.382109	3.649060	6.297225	506.217459	0.029137	0.095486	0.090523	18007.378861
1.000000	14.000000	65006290.000000	0.000067	1.251930	29.644040	1.317977	0.100000	6.881091	1352.149000	0.121887	0.099059	0.093874	18002.845390
1.000000	38.000000	67406287.000000	0.576948	1.107899	4.378813	1.305290	0.105581	5.644079	176.725822	0.010032	0.032198	0.066839	17928.559442
1.000000	11.000000	64707978.000000	24.602032	1.014489	44.381489	1.100953	9.204885	5.442515	252.641669	0.020892	0.038873	0.138906	18148.379343
1.000000	13.000000	64897845.000000	7.773538	1.352551	0.002677	1.772771	17.081555	5.064196	567.468027	0.095689	0.032830	0.088513	17937.067369
1.000000	7.000000	64305848.000000	5.934362	1.459771	50.238378	1.216447	26.286244	2.200328	692.960383	0.088848	0.019253	0.116885	17987.471867
1.000000	6.000000	64196170.000000	0.124415	1.506122	38.189733	1.355381	29.277659	0.927506	869.233130	0.134638	0.043877	0.081392	17944.370338
1.000000	1.000000	63706491.000000	14.790151	1.314954	59.161467	1.034588	25.282636	1.678293	911.101029	0.131161	0.013574	0.099819	17980.405734
1.000000	29.000000	66507319.000000	0.010781	1.225078	21.996748	1.352388	12.062852	6.388229	858.561607	0.064752	0.099004	0.077027	18009.274413
1.000000	12.000000	64806283.000000	0.002306	1.520341	66.791858	0.935631	26.536635	0.806740	1366.963738	0.214136	0.010000	0.102099	17931.255314
1.000000	18.000000	65406387.000000	12.094817	1.421646	52.420357	1.034662	27.710016	1.434736	770.951444	0.098335	0.102310	0.072355	17922.769109
1.000000	22.000000	65807245.000000	33.678958	1.049565	38.478138	1.436955	22.071757	3.719003	494.937146	0.064572	0.025049	0.119258	18119.211784
1.000000	33.000000	66905876.000000	11.009731	1.293461	37.938978	1.405159	21.698494	4.512613	605.005641	0.084121	0.020172	0.108866	18039.383121
1.000000	17.000000	65300274.000000	0.000241	1.451770	47.086788	0.999423	28.366132	0.000102	1973.833774	0.242793	0.114187	0.061898	17879.239879
1.000000	23.000000	65903371.000000	23.498225	1.245930	58.397104	0.918740	23.768197	2.176631	1020.121417	0.129343	0.105912	0.072834	17896.638466
1.000000	21.000000	65693663.000000	0.292189	1.365511	21.824288	1.393712	21.332379	0.403238	361.304381	0.109604	0.048536	0.024054	17950.334897
1.000000	40.000000	67604560.000000	0.001584	1.208197	25.380598	1.134039	4.297522	6.794804	711.820757	0.051139	0.139152	0.028108	17956.406876
