1.000000	25.000000	81208490.000000	40.234718	1.516040	31.483405	1800.845456	0.305181	0.002275	0.134947	10294.537543
1.000000	27.000000	81403142.000000	34.290902	1.559426	34.091561	2134.085778	0.304089	0.014348	0.153580	10279.924665
1.000000	7.000000	79406012.000000	41.157026	1.884553	37.443348	676.055649	0.068576	0.127408	0.207135	10274.905197
1.000000	23.000000	81008504.000000	5.310086	1.819867	35.737283	1370.886652	0.276804	0.029243	0.091203	10244.307343
1.000000	17.000000	80412080.000000	34.555898	1.393914	38.150020	804.540056	0.081761	0.123186	0.086398	10234.940069
1.000000	9.000000	79612788.000000	44.758983	1.260882	28.047409	989.739958	0.184885	0.010364	0.082005	10291.694127
1.000000	31.000000	81812740.000000	57.659452	1.104283	26.115048	920.346382	0.166436	0.001311	0.092174	10299.874765
1.000000	20.000000	80710835.000000	45.927258	1.210016	33.494721	1220.250227	0.155047	0.108685	0.091398	10249.217669
1.000000	39.000000	82602609.000000	23.420591	2.261191	35.543466	486.245599	0.020481	0.175082	0.160910	10219.098396
1.000000	34.000000	82112912.000000	48.636983	1.275679	33.391088	1284.897415	0.157858	0.075349	0.133939	10272.690166
1.000000	30.000000	81711929.000000	40.632378	1.206794	33.183446	2215.541954	0.297625	0.101880	0.080996	10242.291744
1.000000	19.000000	80603786.000000	39.959856	1.125814	29.038332	2974.893597	0.451749	0.208846	0.012986	10225.111260
1.000000	10.000000	79711850.000000	27.389783	1.398608	38.305457	1273.434608	0.174237	0.105965	0.057019	10234.846857
1.000000	21.000000	80806721.000000	69.112489	2.528351	23.962995	5118.701722	0.711454	0.954824	0.824026	10215.722271
1.000000	22.000000	80909339.000000	56.159954	1.738829	24.540245	1460.539606	0.187835	0.866824	0.079362	10249.499484
1.000000	6.000000	79302749.000000	42.093129	1.147244	32.611588	1350.791185	0.177340	0.139780	0.049469	10234.345231
1.000000	18.000000	80510772.000000	37.440191	1.633538	35.959174	2192.686183	0.269119	0.056338	0.194989	10278.367176
1.000000	8.000000	79504612.000000	3.720131	1.496594	30.522079	98.992188	0.007624	0.009560	0.085769	10151.253356
1.000000	5.000000	79203220.000000	41.879379	1.256081	33.343480	924.744362	0.105668	0.171903	0.061441	10241.342694
1.000000	12.000000	79911038.000000	53.727637	1.177359	28.676813	2380.686693	0.423654	0.001262	0.096352	10278.047541
1.000000	1.000000	78802629.000000	48.573420	1.058964	27.991255	2342.836163	0.347537	0.236791	0.023591	10224.268513
1.000000	29.000000	81607530.000000	36.473581	1.220268	32.403390	2067.612240	0.280503	0.169262	0.038247	10227.465095
1.000000	38.000000	82504681.000000	47.429751	1.353145	30.061127	844.085088	0.136755	0.003958	0.130859	10302.995563
1.000000	13.000000	80013136.000000	50.656906	1.022794	30.383121	1467.458686	0.196957	0.096426	0.071694	10243.035753
1.000000	33.000000	82002823.000000	27.422310	1.848205	35.579433	466.880183	0.029045	0.161946	0.125682	10217.392094
1.000000	15.000000	80203246.000000	59.545405	1.075726	29.091345	1318.875288	0.198209	0.064745	0.113126	10262.931731
1.000000	11.000000	79804679.000000	0.003662	1.773535	37.393799	271.312500	0.022777	0.089821	0.038650	10141.594984
1.000000	24.000000	81109077.000000	3.872920	1.680661	36.966377	412.842066	0.029753	0.155335	0.001539	10162.560973
1.000000	14.000000	80103633.000000	49.491057	1.282778	26.228345	463.521255	0.080396	0.003347	0.126049	10318.016193
1.000000	36.000000	82307447.000000	22.453994	1.399207	38.090593	1531.617767	0.205797	0.145446	0.028286	10225.967507
1.000000	35.000000	82202594.000000	67.116416	0.981234	22.537250	1926.714941	0.275364	0.984065	0.135758	10228.593343
1.000000	4.000000	79110309.000000	32.666910	1.238476	25.409724	244.140696	0.049518	0.006457	0.084145	10330.479042
1.000000	90.000000	70324205.000000	42.008330	1.218352	34.598910	1206.851467	0.152013	0.133881	0.068802	10244.534388
1.000000	54.000000	57331548.000000	0.000000	2.125323	40.946630	438.967953	0.038249	0.116779	0.059785	10151.044748
1.000000	40.000000	82703260.000000	11.075225	1.561336	43.163975	1370.933780	0.163589	0.112622	0.046162	10213.046538
1.000000	26.000000	81313191.000000	34.004767	1.365375	28.208634	800.800759	0.168759	0.017887	0.066368	10299.813748
1.000000	94.000000	59444323.000000	41.253993	1.256405	35.903354	1456.510859	0.179783	0.114118	0.096495	10255.537456
1.000000	3.000000	79002914.000000	8.456504	1.616256	38.376209	1003.951319	0.146893	0.142303	0.009017	10205.040218
1.000000	74.000000	105315411.000000	57.165953	1.157051	29.133947	1115.750076	0.157712	0.109542	0.118894	10258.889214
1.000000	28.000000	81512311.000000	0.000010	1.750482	37.762314	527.591919	0.073928	0.134982	0.003934	10153.869567
1.000000	2.000000	78902718.000000	19.550143	1.537111	39.753667	1167.497581	0.142036	0.177592	0.021240	10225.601296
1.000000	16.000000	80303457.000000	45.814787	1.101683	29.846251	935.376449	0.124051	0.169153	0.037293	10237.674083
1.000000	100.000000	76075519.000000	49.207455	1.864211	28.145353	1454.315252	0.169025	0.499404	0.111067	10255.062478
1.000000	86.000000	100236300.000000	14.794017	1.517124	42.428427	1867.268114	0.251430	0.099750	0.065570	10228.904542
1.000000	37.000000	82408985.000000	69.982877	0.612802	22.079952	1447.803993	0.253426	0.233293	0.001141	10227.573507
1.000000	108.000000	71547224.000000	2.696374	2.013664	30.549407	613.087812	0.146987	0.049315	0.085614	10212.300442
1.000000	32.000000	81909333.000000	14.943661	1.669609	40.513363	491.906607	0.046365	0.133249	0.049278	10187.888496
1.000000	58.000000	25247734.000000	13.059322	1.501513	41.368742	1606.265930	0.222720	0.117055	0.038027	10222.551096
1.000000	118.000000	46429039.000000	4.469115	2.272118	43.698713	522.298496	0.038689	0.164036	0.059310	10187.483105
1.000000	50.000000	66093607.000000	35.180276	1.215158	35.546877	2241.471791	0.285786	0.097773	0.077535	10243.348109
1.000000	102.000000	33460628.000000	44.192399	1.103132	30.262343	890.864589	0.123989	0.152865	0.032035	10235.917960
1.000000	52.000000	94169391.000000	43.173524	1.049434	29.786206	2046.984062	0.311515	0.115572	0.031289	10231.784294
1.000000	64.000000	78017877.000000	12.656639	1.489621	36.953087	2015.247683	0.339606	0.128702	0.019790	10223.552961
1.000000	98.000000	111405428.000000	12.855232	1.720575	43.699742	807.969949	0.059889	0.140389	0.057427	10199.623632
1.000000	56.000000	28688987.000000	36.092184	1.295093	37.409490	1161.231928	0.145386	0.104599	0.072964	10245.280823
1.000000	62.000000	99228417.000000	40.608480	1.189186	34.399081	1560.486492	0.205182	0.101097	0.070417	10245.118996
1.000000	84.000000	93444793.000000	33.817082	1.374237	38.237513	1451.900941	0.170648	0.112230	0.088064	10243.593527
1.000000	80.000000	38871473.000000	67.844830	0.833204	21.033350	771.951532	0.123857	0.197999	0.083198	10247.031641
1.000000	76.000000	114763232.000000	51.923323	1.050711	28.775703	1434.034105	0.176879	0.163599	0.077458	10247.282186
1.000000	66.000000	20731238.000000	38.172495	1.315772	34.301757	739.918761	0.066129	0.172921	0.067347	10239.960933
1.000000	82.000000	75963727.000000	0.003646	2.231866	43.556572	623.966664	0.052079	0.131751	0.070736	10163.828787
1.000000	88.000000	24115986.000000	24.224530	1.411426	38.966556	1392.955955	0.172910	0.153220	0.035682	10231.727856
1.000000	78.000000	47780387.000000	0.005583	2.181593	48.231119	910.082583	0.075327	0.131030	0.082211	10172.091465
1.000000	60.000000	59815832.000000	3.910786	1.518248	34.787804	189.662456	0.027308	0.089286	0.019495	10150.309557
1.000000	70.000000	76028201.000000	45.517657	1.105650	29.252311	628.885127	0.071352	0.186448	0.042169	10247.458393
1.000000	112.000000	40482222.000000	25.387233	1.801550	41.892036	701.864006	0.052826	0.141316	0.118772	10217.774162
1.000000	120.000000	52826723.000000	23.468474	1.375318	40.260910	1437.665068	0.180949	0.120457	0.045583	10231.036842
1.000000	106.000000	48500248.000000	38.416996	1.687261	31.181235	2273.940090	0.256657	0.407442	0.077461	10245.686125
1.000000	92.000000	55820180.000000	29.029019	1.307787	34.619993	1540.822511	0.234168	0.155008	0.016873	10233.695580
1.000000	48.000000	89272268.000000	39.331514	1.566380	33.032828	476.213216	0.037830	0.159849	0.138159	10238.830982
1.000000	72.000000	73833981.000000	14.632249	1.680209	32.658740	1839.547922	0.403199	0.003832	0.093649	10273.347253
1.000000	53.000000	40945342.000000	18.012265	1.427375	39.038044	2153.589870	0.293331	0.127382	0.046149	10228.169798
1.000000	89.000000	42140333.000000	44.971383	1.238951	24.797130	945.209730	0.223090	0.009970	0.056098	10302.874315
1.000000	46.000000	49127985.000000	25.276464	1.537660	42.786656	1062.707102	0.114212	0.086041	0.102823	10240.006973
1.000000	44.000000	36409104.000000	13.725586	1.673437	35.095215	1476.625000	0.280810	0.020568	0.091178	10267.114826
1.000000	85.000000	100428678.000000	24.676912	1.324822	34.652311	2959.300859	0.432805	0.088300	0.062963	10233.293406
1.000000	116.000000	121255794.000000	1.199544	1.690838	36.362358	338.452868	0.047880	0.085851	0.034080	10162.353869
1.000000	68.000000	29112620.000000	22.062297	1.653029	43.177680	844.106603	0.065748	0.145899	0.082491	10213.891465
1.000000	99.000000	80102631.000000	55.294176	0.937983	28.453076	2434.561409	0.338363	0.127452	0.071955	10231.594698
1.000000	104.000000	95850674.000000	1.741316	2.802078	43.898739	1248.503157	0.158621	0.026163	0.252389	10261.497526
1.000000	110.000000	71272946.000000	0.000038	1.667670	29.722247	1052.571986	0.305206	0.092287	0.005537	10204.909937
1.000000	107.000000	53038953.000000	40.153422	1.395955	34.713250	824.985225	0.077872	0.155642	0.097882	10248.474368
1.000000	96.000000	114325968.000000	7.295029	1.481325	40.548951	2158.987768	0.293261	0.119338	0.032761	10223.604308
1.000000	93.000000	32549013.000000	11.891988	1.649562	45.613231	1617.316884	0.181489	0.101993	0.081833	10224.826142
1.000000	73.000000	72915821.000000	35.189787	1.459761	35.269954	579.813175	0.041815	0.153853	0.102876	10231.936547
1.000000	63.000000	65673847.000000	38.298835	1.457757	37.130027	1198.439738	0.131304	0.092165	0.129654	10263.287981
1.000000	114.000000	46082775.000000	0.019103	1.987224	40.029404	373.277783	0.029327	0.105593	0.054228	10140.342876
1.000000	49.000000	72905283.000000	0.000519	2.030148	39.647208	430.746236	0.043309	0.123339	0.042263	10149.662017
1.000000	97.000000	116570410.000000	18.712177	1.693237	39.164670	1274.281517	0.213031	0.043202	0.105188	10261.739940
1.000000	55.000000	17911740.000000	48.114706	1.058962	29.329536	1402.615125	0.193229	0.178720	0.039568	10233.547421
1.000000	101.000000	86719398.000000	36.328957	1.413144	37.958237	641.794981	0.060531	0.124086	0.106208	10243.327719
1.000000	57.000000	110844920.000000	1.495508	2.002355	41.681587	1013.566401	0.093047	0.221112	0.005284	10190.418890
1.000000	69.000000	17427981.000000	0.003662	2.800684	31.980591	263.656250	0.009602	0.001446	0.265433	10130.549144
1.000000	117.000000	99541222.000000	46.501066	1.084659	30.828070	1163.360628	0.159908	0.111475	0.057243	10240.144063
1.000000	119.000000	114699897.000000	23.421697	1.409925	38.406578	1728.346299	0.223796	0.112990	0.056325	10229.002241
1.000000	83.000000	59379444.000000	26.704844	1.580855	38.730879	640.117453	0.047589	0.185243	0.064191	10210.345203
